,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,number_of_repeats
67737,751994009,751994,Slim 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, zip fly and slim legs.",3
67738,751994010,751994,Slim 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,8,Dark Grey,4,Dark,12,Grey,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, zip fly and slim legs.",2
67739,751994014,751994,Slim 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,6,Light Grey,1,Dusty Light,12,Grey,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, zip fly and slim legs.",1
67740,751994016,751994,Slim 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,4,Dark,2,Blue,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, zip fly and slim legs.",1
67741,751994018,751994,Slim 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, zip fly and slim legs.",3
67743,751994024,751994,Slim 5pkt Midprice,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, zip fly and slim legs.",1
67751,752002002,752002,Dallas,259,Shirt,Garment Upper body,1010004,Check,11,Off White,1,Dusty Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Shirt in softly draping twill with a collar, buttons down the front and a yoke with a pleat at the back. Open chest pocket, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back.",2
67778,752091008,752091,Slim 5pkt Zip Fly,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,4,Dark,7,Turquoise,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with worn details, a regular waist, zip fly and button and slim legs.",2
67820,752381006,752381,POLO COLD SHOULDER,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Cold shoulder blouse in woven fabric with flounces, inset lace trims, shoulder straps and short, flounced sleeves. Gentle V-neck with ties at the neckline and an elasticated seam and flounce at the hem.",6
67822,752404001,752404,Jogger cuffed 79,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,7956,Kids Boy Denim,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1016,Trousers Denim,"Joggers in supersoft, stretch denim with a ribbed, elasticated drawstring waist, fake fly, front pockets and a welt back pocket. Tapered legs with ribbed hems.",1
67846,752477001,752477,Porto Vecchio,258,Blouse,Garment Upper body,1010001,All over pattern,73,Dark Blue,2,Medium Dusty,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in a cool viscose weave with a grandad collar, button placket and gathered neckline. Relaxed fit with dropped shoulders, long balloon sleeves and narrow, buttoned cuffs.",1
67863,752514003,752514,Soller RW wide cropped,272,Trousers,Garment Lower body,1010017,Stripe,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in soft, gently draping twill with a regular waist that is elasticated at the back, pleats at the top, diagonal side pockets and straight, wide legs.",8
67864,752514007,752514,Soller RW wide cropped,272,Trousers,Garment Lower body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in soft, gently draping twill with a regular waist that is elasticated at the back, pleats at the top, diagonal side pockets and straight, wide legs.",5
67866,752516002,752516,Dakar HW tapered,272,Trousers,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in an airy linen and viscose weave. High waist with elastication at the back, pleats at the top and a tie belt. Zip fly and buttons, side pockets and straight-cut legs that taper to the hem with creases.",2
67868,752516005,752516,Dakar HW tapered,272,Trousers,Garment Lower body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in an airy linen and viscose weave. High waist with elastication at the back, pleats at the top and a tie belt. Zip fly and buttons, side pockets and straight-cut legs that taper to the hem with creases.",7
67874,752554002,752554,Daffodil Straw Hat,76,Hat/brim,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Hat in braided paper straw with a wide grosgrain band. Width of brim 7 cm.,1
67876,752554004,752554,Daffodil Straw Hat,76,Hat/brim,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Hat in braided paper straw with a wide grosgrain band. Width of brim 7 cm.,7
67878,752570001,752570,Naomi Body,256,Bodysuit,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,Sleeveless body in sturdy jersey with lace sections at the front and a V-neck front and back. Seam at the hips and concealed press-studs at the crotch.,1
67899,752657001,752657,Fiffi folded waist,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Leggings in soft cotton and viscose jersey with a wide, foldover panel at the waist for a more comfortable fit.",6
67908,752689001,752689,Fred shorties 5-p,286,Underwear bottom,Underwear,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Shortie briefs in soft jersey made from a cotton blend with a mid waist, lined gusset and medium coverage at the back.",3
67909,752689002,752689,Fred shorties 5-p,286,Underwear bottom,Underwear,1010010,Melange,9,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Shortie briefs in soft jersey made from a cotton blend with a mid waist, lined gusset and medium coverage at the back.",12
67910,752689003,752689,Fred shorties 5-p,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Shortie briefs in soft jersey made from a cotton blend with a mid waist, lined gusset and medium coverage at the back.",17
67911,752689008,752689,Fred shorties 5 pack,286,Underwear bottom,Underwear,1010006,Dot,31,Light Orange,1,Dusty Light,3,Orange,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Shortie briefs in soft jersey made from a cotton blend with a mid waist, lined gusset and medium coverage at the back.",3
67929,752742013,752742,Printed Tank 6.99:-,253,Vest top,Garment Upper body,1010008,Front print,9,Black,4,Dark,5,Black,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,Vest top in cotton jersey with a print motif and slits in the sides of the hem.,1
67943,752814003,752814,Milk RW slack,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases.",11
67945,752814005,752814,Milk RW slack,272,Trousers,Garment Lower body,1010010,Melange,12,Light Beige,2,Medium Dusty,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases.",6
67947,752814014,752814,Milk RW slack,272,Trousers,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases.",1
67949,752814016,752814,Milk RW slack,272,Trousers,Garment Lower body,1010012,Mixed solid/pattern,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases.",1
67950,752814017,752814,Milk RW slack,272,Trousers,Garment Lower body,1010004,Check,13,Beige,1,Dusty Light,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases.",7
67951,752814018,752814,Milk RW slack,272,Trousers,Garment Lower body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases.",9
67952,752814020,752814,Milk RW slack,272,Trousers,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases.",4
67953,752814021,752814,Milk RW slack,272,Trousers,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases.",3
67954,752814022,752814,Milk RW slack,272,Trousers,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Cigarette trousers in stretch twill with a regular, elasticated waist, fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases.",4
67958,752820001,752820,Sweet smock,274,Shorts,Garment Lower body,1010001,All over pattern,17,Yellowish Brown,4,Dark,13,Brown,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in a patterned, crinkled viscose weave with a high, smocked, frill-trimmed waist. Lined.",2
67972,752863001,752863,Sonia cropped trousers (W),296,Pyjama bottom,Nightwear,1010001,All over pattern,73,Dark Blue,2,Medium Dusty,2,Blue,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Ankle-length pyjama bottoms in soft, airy viscose with an elasticated waist and straight, wide legs.",1
67974,752869002,752869,MAGIC GLOVES,71,Gloves,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Gloves in a soft, fine knit with ribbed cuffs. The tops of the thumb and index finger are in touchscreen-compatible material.",3
67999,752962002,752962,Majken dress,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Knee-length, V-neck dress in soft viscose jersey with a collar and short sleeves. Seam below the bust with elastication at the back and sewn-in ties at the sides. Unlined.",1
68036,753061003,753061,Drake,265,Dress,Garment Full body,1010017,Stripe,11,Off White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short, sleeveless dress in soft cotton and modal jersey with a deep neckline and a narrow, elasticated seam at the waist.",9
68087,753213001,753213,Didier fancy 3p,80,Scarf,Accessories,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Double-layered triangular scarves in soft cotton jersey with an adjustable press-stud fastening at the back of the neck.,1
68115,753237011,753237,Alexia blouse,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses,"V-neck blouse in an airy viscose weave with dropped shoulders, short dolman sleeves, pleats at the top of the front and a box pleat at the back of the neck.",4
68128,753279002,753279,MAGDALENA BLOUSE,258,Blouse,Garment Upper body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Short blouse in an airy, patterned viscose weave with a sweetheart neckline and decorative, covered buttons down the front. Long puff sleeves with elastication at the shoulders and cuffs, and a wide smocked panel at the back.",1
68176,753360002,753360,Jodi shirt dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, sleeveless shirt dress in a viscose weave with a collar and buttons down the front. Detachable tie belt at the waist and a gently rounded hem.",1
68199,753475001,753475,MINDY SHOPPER,477,Weekend/Gym bag,Bags,1010016,Solid,9,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small weekend bag in woven fabric with a zip and two handles at the top, an adjustable shoulder strap and a zipped inner compartment. Lined. Size 12x35x42 cm.",3
68212,753481001,753481,lightweight puffer,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Lightly padded jacket in a quilted weave with a stand-up collar, hood and zip down the front. Zipped side pockets and two mesh inner pockets. Elasticated edges around the hood, cuffs and hem. Lined.",2
68217,753512001,753512,Skinny Midprice No Fade Black,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in stretch organic cotton denim that has been dyed multiple times for a better post-wash colour. Regular waist, zip fly and skinny legs.",1
68242,753692006,753692,Zitta Scarf,80,Scarf,Accessories,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in an airy weave with fringes along the sides.,1
68244,753692016,753692,Zitta Scarf,80,Scarf,Accessories,1010001,All over pattern,32,Orange,2,Medium Dusty,3,Orange,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in an airy weave with fringes along the sides.,3
68246,753692018,753692,Zitta Scarf,80,Scarf,Accessories,1010001,All over pattern,10,White,3,Light,9,White,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in an airy weave with fringes along the sides.,2
68250,753692022,753692,Zitta Scarf,80,Scarf,Accessories,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in an airy weave with fringes along the sides.,1
68251,753692025,753692,Zitta Scarf,80,Scarf,Accessories,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in an airy weave with fringes along the sides.,1
68257,753724002,753724,Rosemary,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,2,Medium Dusty,2,Blue,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in woven fabric with 3/4-length sleeves with an opening and ties at the cuffs, and a gently rounded hem. Unlined.",1
68259,753724004,753724,Rosemary,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in woven fabric with 3/4-length sleeves with an opening and ties at the cuffs, and a gently rounded hem. Unlined.",1
